"husage","husunion","husearns","huseduc","husblck","hushisp","hushrs","kidge6","earns","age","black","educ","hispanic","union","faminc","husexp","exper","kidlt6","hours","expersq","nwifeinc","inlf","hrwage","lwage"
29,1,998,14,0,0,0,0,240,22,0,16,0,0,55000,9,0,1,0,0,42.5200004577637,0,NA,NA
36,NA,0,13,0,0,60,0,0,37,0,15,0,NA,27500,17,16,1,0,256,27.5,0,NA,NA
37,0,280,18,0,0,50,0,390,37,0,18,0,0,32500,13,13,0,45,169,12.2200002670288,1,8.66666698455811,2.15948438644409
54,1,434,12,1,0,48,1,0,52,1,12,0,NA,112500,36,34,0,0,1156,112.5,0,NA,NA
39,0,500,14,0,0,55,0,0,38,0,12,0,NA,45000,19,20,1,0,400,45,0,NA,NA
46,0,875,16,0,0,50,0,550,46,0,16,0,0,112500,24,24,0,50,576,83.9000015258789,1,11,2.39789533615112
40,1,528,10,0,0,48,0,320,40,0,10,0,1,55000,24,24,0,40,576,38.3600006103516,1,8,2.0794415473938
37,NA,0,16,0,0,40,0,0,23,0,16,1,NA,67500,15,1,1,0,1,67.5,0,NA,NA
47,0,900,16,0,0,45,0,1000,46,0,14,0,0,67500,25,26,0,0,676,15.5,0,NA,NA
52,0,210,12,1,0,40,0,200,45,1,12,0,0,13750,34,27,0,40,729,3.34999990463257,1,5,1.60943794250488
55,0,400,12,0,0,35,0,280,50,0,12,0,1,32500,37,32,0,35,1024,17.9400005340576,1,8,2.0794415473938
38,0,300,12,0,0,40,1,0,40,0,12,0,NA,3000,20,22,0,0,484,3,0,NA,NA
29,0,700,12,0,0,40,0,300,25,0,16,0,0,55000,11,3,0,40,9,39.4000015258789,1,7.5,2.01490306854248
39,0,1346,16,0,0,50,0,372,39,0,15,0,0,112500,17,18,0,45,324,93.1559982299805,1,8.26666641235352,2.11223125457764
32,1,420,12,0,0,40,0,0,32,0,12,0,NA,27500,14,14,1,0,196,27.5,0,NA,NA
37,0,529,15,0,0,30,0,175,28,0,12,0,0,32500,16,10,0,25,100,23.3999996185303,1,7,1.94591009616852
48,1,722,14,0,0,40,1,0,42,0,17,0,NA,45000,28,19,0,0,361,45,0,NA,NA
34,0,300,11,0,0,40,0,0,28,0,12,0,NA,17500,17,10,1,0,100,17.5,0,NA,NA
40,0,250,9,0,0,40,1,128,39,0,16,0,0,8750,25,17,0,16,289,2.09400010108948,1,8,2.0794415473938
44,0,328,18,0,0,40,0,400,34,0,13,0,0,32500,20,15,1,36,225,11.6999998092651,1,11.1111106872559,2.40794563293457
58,NA,0,12,0,0,30,0,300,56,0,12,0,0,22500,40,38,0,45,1444,6.90000009536743,1,6.66666650772095,1.89711999893188
38,0,800,16,0,0,50,1,640,37,0,18,0,0,55000,16,13,0,45,169,21.7199993133545,1,14.222222328186,2.6548056602478
59,1,520,12,0,0,80,0,0,57,0,8,0,NA,22500,41,43,0,0,1849,22.5,0,NA,NA
37,0,100,10,0,0,20,1,350,35,0,12,0,0,11500,21,17,0,36,289,0,1,9.72222232818604,2.27441430091858
27,0,400,12,1,0,40,1,280,27,1,12,0,0,22500,9,9,0,40,81,7.94000005722046,1,7,1.94591009616852
57,0,320,16,0,0,61,0,0,53,0,12,0,NA,22500,35,35,0,0,1225,22.5,0,NA,NA
38,0,1923,17,0,0,45,0,300,37,0,16,0,0,112500,15,15,0,45,225,96.9000015258789,1,6.66666650772095,1.89711999893188
34,0,460,11,0,1,40,0,0,25,0,11,1,NA,17500,17,8,1,0,64,17.5,0,NA,NA
42,NA,0,12,0,0,0,0,750,34,0,12,0,0,45000,24,16,1,40,256,6,1,18.75,2.93119382858276
41,0,577,16,0,0,40,1,68,37,0,12,0,0,67500,19,19,0,16,361,63.9640007019043,1,4.25,1.44691896438599
28,0,740,12,0,0,50,0,400,28,0,16,0,0,3000,10,6,0,35,36,0,1,11.4285717010498,2.43611645698547
28,0,300,12,0,0,50,1,312,32,0,12,0,0,0,10,14,0,40,196,0,1,7.80000019073486,2.05412364006042
35,0,660,16,0,0,52,1,1200,59,0,18,0,1,67500,13,35,0,0,1225,5.09999990463257,0,NA,NA
59,NA,0,12,0,0,20,0,427,33,0,16,0,0,55000,41,11,0,25,121,32.7960014343262,1,17.0799999237061,2.83790826797485
52,NA,0,16,0,0,40,0,0,51,0,12,0,NA,112500,30,33,0,0,1089,112.5,0,NA,NA
48,0,300,14,0,0,40,0,0,45,0,12,0,NA,0,28,27,0,0,729,0,0,NA,NA
38,1,800,12,0,0,40,1,0,38,0,12,0,NA,112500,20,20,0,0,400,112.5,0,NA,NA
54,0,100,13,0,0,24,0,286,50,0,13,0,0,45000,35,31,0,40,961,30.1280002593994,1,7.15000009536743,1.96711242198944
45,0,710,18,0,0,43,1,0,50,0,12,0,NA,45000,21,32,0,0,1024,45,0,NA,NA
26,0,170,6,0,1,40,0,300,29,0,5,1,0,37500,14,18,1,72,324,21.8999996185303,1,4.16666650772095,1.42711627483368
33,0,480,13,0,0,40,1,0,32,0,12,0,NA,32500,14,14,0,0,196,32.5,0,NA,NA
55,NA,0,9,0,0,25,0,0,53,0,11,0,NA,11500,40,36,0,0,1296,11.5,0,NA,NA
52,0,1100,18,0,0,40,1,692,50,0,18,0,0,112500,28,26,0,35,676,76.515998840332,1,19.7714290618896,2.98423790931702
41,1,680,14,1,0,40,1,258,42,1,14,0,0,37500,21,22,0,40,484,24.0839996337891,1,6.44999980926514,1.86408007144928
42,0,650,16,0,0,50,1,0,29,0,9,0,NA,37500,20,14,0,0,196,37.5,0,NA,NA
37,0,210,16,0,0,50,1,0,28,0,14,0,NA,27500,15,8,0,0,64,27.5,0,NA,NA
57,NA,0,7,0,0,0,0,0,52,0,8,0,NA,17500,44,38,0,0,1444,17.5,0,NA,NA
28,0,350,8,0,1,40,0,112,27,0,8,0,0,17500,14,13,1,42,169,11.6759996414185,1,2.66666674613953,0.980829298496246
57,NA,0,12,0,0,50,0,0,56,0,13,0,NA,55000,39,37,0,0,1369,55,0,NA,NA
28,0,800,14,0,0,40,0,600,26,0,16,0,0,67500,8,4,0,40,16,36.2999992370605,1,15,2.70805025100708
26,0,298,12,0,0,40,0,144,23,0,12,0,0,27500,8,5,1,40,25,20.011999130249,1,3.59999990463257,1.28093385696411
30,1,600,13,0,0,35,0,500,27,0,13,0,0,55000,11,8,0,35,64,29,1,14.2857141494751,2.65926003456116
56,NA,0,18,0,0,72,0,638,56,0,16,0,0,112500,32,34,0,24,1156,79.3239974975586,1,26.5833339691162,3.28028440475464
31,NA,0,18,0,0,0,0,0,30,0,17,0,NA,67500,7,7,0,0,49,67.5,0,NA,NA
29,1,500,12,0,0,60,0,0,25,0,12,0,NA,22500,11,7,1,0,49,22.5,0,NA,NA
50,NA,0,12,0,0,60,1,500,46,0,14,0,0,112500,32,26,0,40,676,86.5,1,12.5,2.52572870254517
29,1,680,14,0,1,40,0,0,21,0,16,1,NA,112500,9,0,0,0,0,112.5,0,NA,NA
55,0,1000,14,0,0,40,0,500,55,0,12,0,0,112500,35,37,0,40,1369,86.5,1,12.5,2.52572870254517
28,0,350,16,0,0,40,0,0,29,0,17,0,NA,45000,6,6,1,0,36,45,0,NA,NA
39,0,800,14,0,0,40,1,0,32,0,12,0,NA,3000,19,14,0,0,196,3,0,NA,NA
44,0,500,16,0,0,40,0,0,29,0,11,1,NA,32500,22,12,1,0,144,32.5,0,NA,NA
65,NA,0,16,0,0,0,0,500,51,0,13,0,0,45000,43,32,0,0,1024,19,0,NA,NA
39,0,750,12,0,0,40,0,423,52,0,13,0,0,45000,21,33,1,0,1089,23.003999710083,0,NA,NA
64,0,500,15,0,0,36,0,0,38,0,12,0,NA,0,43,20,0,0,400,0,0,NA,NA
36,0,500,16,0,0,60,0,375,36,0,14,0,0,67500,14,16,0,0,256,48,0,NA,NA
48,NA,0,9,0,1,0,0,320,45,0,9,1,0,17500,33,30,0,40,900,0.860000014305115,1,8,2.0794415473938
46,1,259,14,1,0,28,1,597,44,1,14,0,0,45000,26,24,0,35,576,13.956000328064,1,17.0571422576904,2.83656907081604
61,NA,0,8,0,0,0,0,400,57,0,12,0,0,27500,47,39,0,35,1521,6.69999980926514,1,11.4285717010498,2.43611645698547
40,0,310,4,0,0,60,1,0,35,0,4,0,NA,17500,30,25,0,0,625,17.5,0,NA,NA
32,NA,0,16,0,0,0,0,788,27,0,16,0,0,67500,10,5,0,50,25,26.5240001678467,1,15.7600002288818,2.75747513771057
44,1,618,15,0,0,40,1,0,42,0,12,0,NA,32500,23,24,0,0,576,32.5,0,NA,NA
62,NA,0,6,0,0,0,0,0,57,0,10,0,NA,17500,50,41,0,0,1681,17.5,0,NA,NA
49,0,279,12,0,0,55,0,520,48,0,13,0,0,45000,31,29,0,40,841,17.9599990844727,1,13,2.56494927406311
39,0,800,16,0,0,60,1,455,36,0,13,0,0,32500,17,17,0,50,289,8.84000015258789,1,9.10000038146973,2.20827436447144
36,NA,0,17,0,0,30,0,400,38,0,17,0,1,112500,13,15,1,35,225,91.6999969482422,1,11.4285717010498,2.43611645698547
30,NA,0,12,0,1,40,0,600,27,0,12,1,0,0,12,9,1,28,81,0,1,21.4285717010498,3.06472516059875
44,0,1300,18,0,0,40,1,0,44,0,14,0,NA,67500,20,24,0,0,576,67.5,0,NA,NA
79,NA,0,12,0,1,0,0,0,23,0,12,1,NA,13750,61,5,0,0,25,13.75,0,NA,NA
31,0,350,16,0,0,45,0,0,30,0,12,0,NA,32500,9,12,1,0,144,32.5,0,NA,NA
44,0,692,17,0,0,60,0,962,44,0,17,0,0,112500,21,21,0,40,441,62.476001739502,1,24.0499992370605,3.18013501167297
49,1,900,13,0,0,40,1,0,46,0,12,0,NA,32500,30,28,0,0,784,32.5,0,NA,NA
79,0,36,8,0,0,8,0,0,33,1,12,0,NA,17500,65,15,0,0,225,17.5,0,NA,NA
30,1,880,13,0,0,40,0,198,26,0,16,0,0,45000,11,4,1,8,16,34.7039985656738,1,24.75,3.20882558822632
40,0,1923,18,0,0,41,1,0,38,0,12,0,NA,112500,16,20,0,0,400,112.5,0,NA,NA
36,1,660,18,1,0,0,0,660,33,1,18,0,0,67500,12,9,1,40,81,33.1800003051758,1,16.5,2.80336046218872
38,NA,0,16,0,0,40,0,529,34,0,14,0,0,112500,16,14,1,60,196,84.9919967651367,1,8.81666660308838,2.17664384841919
50,0,517,12,0,0,32,0,467,49,0,10,0,1,55000,32,33,0,40,1089,30.7159996032715,1,11.6750001907349,2.4574499130249
38,0,725,16,0,0,40,0,600,35,0,16,0,0,55000,16,13,0,50,169,23.7999992370605,1,12,2.4849066734314
34,1,310,12,1,0,40,0,425,32,1,15,0,0,45000,16,11,1,40,121,22.8999996185303,1,10.625,2.36320972442627
57,0,500,12,0,0,40,0,220,56,0,14,0,0,32500,39,36,0,32,1296,21.0599994659424,1,6.875,1.92789161205292
45,0,200,6,0,1,64,1,26,35,0,6,1,0,13750,33,23,0,6,529,12.3979997634888,1,4.33333349227905,1.4663370847702
32,0,600,12,0,0,60,0,0,30,0,12,0,NA,32500,14,12,1,0,144,32.5,0,NA,NA
49,0,1280,16,0,0,56,1,0,47,0,12,0,NA,45000,27,29,0,0,841,45,0,NA,NA
50,NA,0,11,1,0,60,0,200,45,1,12,0,0,32500,33,27,0,40,729,22.1000003814697,1,5,1.60943794250488
54,1,354,11,0,0,40,0,475,50,0,12,0,0,45000,37,32,0,0,1024,20.2999992370605,0,NA,NA
39,NA,0,16,0,0,60,0,0,36,0,14,0,NA,22500,17,16,1,0,256,22.5,0,NA,NA
35,0,400,12,0,0,32,1,268,34,0,13,0,0,55000,17,15,0,40,225,41.0639991760254,1,6.69999980926514,1.90210747718811
29,0,400,12,0,0,40,0,322,26,0,14,0,0,27500,11,6,0,40,36,10.7559995651245,1,8.05000019073486,2.08567214012146
53,0,200,18,0,0,40,0,100,52,0,16,0,0,22500,29,30,0,20,900,17.2999992370605,1,5,1.60943794250488
35,NA,0,12,0,0,55,0,125,37,0,12,0,0,22500,17,19,1,10,361,16,1,12.5,2.52572870254517
21,NA,0,9,0,0,0,0,0,23,0,12,0,NA,22500,6,5,0,0,25,22.5,0,NA,NA
40,1,250,4,0,1,40,0,250,46,0,12,1,1,22500,30,28,1,40,784,9.5,1,6.25,1.83258152008057
39,0,300,12,0,0,40,1,440,39,0,12,0,0,45000,21,21,0,40,441,22.1200008392334,1,11,2.39789533615112
31,1,451,10,0,0,46,0,323,45,0,12,0,0,37500,15,27,0,45,729,20.7040004730225,1,7.1777777671814,1.97098982334137
38,NA,0,18,0,0,50,1,652,38,0,18,0,1,112500,14,14,0,30,196,78.5960006713867,1,21.7333335876465,3.0788471698761
46,NA,0,18,0,0,77,1,276,30,0,12,0,0,0,22,12,0,28,144,0,1,9.85714244842529,2.28819632530212
34,1,560,12,0,0,40,0,0,29,0,9,0,NA,32500,16,14,1,0,196,32.5,0,NA,NA
38,0,300,12,0,0,40,0,0,52,0,15,0,NA,45000,20,31,0,0,961,45,0,NA,NA
53,1,520,14,0,0,40,0,0,52,0,13,0,NA,22500,33,33,0,0,1089,22.5,0,NA,NA
59,NA,0,18,0,1,40,0,0,55,0,18,1,NA,112500,35,31,0,0,961,112.5,0,NA,NA
50,NA,0,12,0,0,98,1,0,47,0,16,0,NA,0,32,25,0,0,625,0,0,NA,NA
57,0,390,12,1,0,40,0,320,55,1,12,0,0,45000,39,37,0,40,1369,28.3600006103516,1,8,2.0794415473938
32,0,800,16,0,0,55,0,450,27,0,14,0,0,45000,10,7,0,40,49,21.6000003814697,1,11.25,2.42036819458008
26,0,378,12,0,0,42,0,0,24,0,12,0,NA,11500,8,6,1,0,36,11.5,0,NA,NA
32,0,1000,16,0,0,40,0,480,35,0,16,0,1,45000,10,13,1,32,169,20.0400009155273,1,15,2.70805025100708
36,0,538,12,0,0,0,0,538,32,0,10,0,0,55000,18,16,1,40,256,27.0240001678467,1,13.4499998092651,2.59897899627686
55,0,1100,14,0,0,0,1,320,53,0,12,0,0,112500,35,35,0,40,1225,95.8600006103516,1,8,2.0794415473938
51,0,440,12,0,0,40,0,500,46,0,12,0,0,45000,33,28,0,45,784,19,1,11.1111106872559,2.40794563293457
51,NA,0,18,0,0,0,0,540,51,0,13,0,0,32500,27,32,0,40,1024,4.42000007629395,1,13.5,2.60268974304199
42,1,786,12,0,0,40,1,158,40,0,12,0,1,45000,24,22,0,30,484,36.7840003967285,1,5.26666688919067,1.66139769554138
41,0,800,12,0,0,40,1,0,37,0,12,0,NA,45000,23,19,0,0,361,45,0,NA,NA
29,1,368,12,0,0,30,0,620,30,0,16,0,0,55000,11,8,1,40,64,22.7600002288818,1,15.5,2.74083995819092
34,0,180,12,0,1,60,0,0,43,0,0,1,NA,3000,16,37,0,0,1369,3,0,NA,NA
57,0,340,10,0,0,40,0,0,53,0,12,0,NA,32500,41,35,0,0,1225,32.5,0,NA,NA
32,1,600,12,0,1,40,0,0,24,0,9,0,NA,17500,14,9,1,0,81,17.5,0,NA,NA
32,0,576,11,0,0,40,0,0,27,0,12,0,NA,22500,15,9,1,0,81,22.5,0,NA,NA
59,1,1110,12,0,0,0,0,0,57,0,12,0,NA,55000,41,39,0,0,1521,55,0,NA,NA
59,NA,0,18,0,0,0,0,900,53,0,18,0,1,55000,35,29,0,0,841,8.19999980926514,0,NA,NA
53,1,420,13,1,0,40,0,0,50,1,10,0,NA,32500,34,34,0,0,1156,32.5,0,NA,NA
24,0,400,14,0,0,30,1,294,31,0,13,0,0,32500,4,12,0,40,144,17.2119998931885,1,7.34999990463257,1.99470031261444
45,NA,0,12,0,0,0,1,228,36,0,14,0,0,8750,27,16,0,40,256,0,1,5.69999980926514,1.74046611785889
34,NA,0,14,0,0,40,0,375,33,0,16,0,0,37500,14,11,1,40,121,18,1,9.375,2.23804664611816
59,NA,0,13,0,0,0,0,0,45,0,14,0,NA,45000,40,25,0,0,625,45,0,NA,NA
29,0,399,10,0,1,38,0,548,28,0,15,1,0,27500,13,7,0,40,49,0,1,13.6999998092651,2.61739587783813
42,NA,0,18,0,0,50,1,200,42,0,16,0,0,67500,18,20,0,20,400,57.0999984741211,1,10,2.30258512496948
62,NA,0,9,0,1,0,0,0,58,0,9,1,NA,32500,47,43,0,0,1849,32.5,0,NA,NA
42,NA,0,18,0,0,40,1,0,41,0,16,0,NA,112500,18,19,0,0,361,112.5,0,NA,NA
38,NA,0,12,0,0,0,0,0,40,0,12,0,NA,17500,20,22,1,0,484,17.5,0,NA,NA
25,0,425,13,0,0,38,0,210,23,0,13,0,0,32500,6,4,0,40,16,21.5799999237061,1,5.25,1.65822803974152
38,1,372,12,0,0,63,1,0,35,0,12,0,NA,22500,20,17,0,0,289,22.5,0,NA,NA
34,0,768,12,0,0,48,1,260,40,0,12,0,0,45000,16,22,0,40,484,31.4799995422363,1,6.5,1.8718022108078
28,1,400,12,0,0,40,0,400,31,0,12,0,1,37500,10,13,1,45,169,16.7000007629395,1,8.88888931274414,2.18480205535889
26,0,400,12,0,0,40,0,405,25,0,12,0,1,37500,8,7,0,40,49,16.4400005340576,1,10.125,2.31500768661499
52,1,673,18,0,0,40,1,400,48,0,14,0,0,0,28,28,0,40,784,0,1,10,2.30258512496948
45,0,1923,16,0,0,80,1,0,43,0,13,0,NA,55000,23,24,0,0,576,55,0,NA,NA
28,1,606,14,0,0,40,0,470,27,0,12,0,1,67500,8,9,0,40,81,43.060001373291,1,11.75,2.46385335922241
21,NA,0,12,0,1,40,0,100,20,0,12,0,0,17500,3,2,1,16,4,12.3000001907349,1,6.25,1.83258152008057
44,1,447,12,0,0,48,0,264,41,0,12,0,0,45000,26,23,0,35,529,31.2719993591309,1,7.54285717010498,2.02060103416443
42,NA,0,16,0,0,60,1,500,41,0,18,0,0,55000,20,17,0,32,289,29,1,15.625,2.74887228012085
39,0,750,16,0,0,40,0,255,32,0,12,0,0,55000,17,14,1,40,196,41.7400016784668,1,6.375,1.85238409042358
38,0,379,12,0,0,50,0,195,32,0,13,0,0,27500,20,13,1,20,169,17.3600006103516,1,9.75,2.27726721763611
43,0,400,16,0,0,40,0,335,38,0,16,0,0,27500,21,16,1,40,256,10.0799999237061,1,8.375,2.12525105476379
55,0,750,17,0,0,24,0,336,56,0,16,0,0,67500,32,34,0,24,1156,50.0279998779297,1,14,2.63905739784241
41,1,540,12,0,0,50,1,200,41,0,16,0,0,3000,23,19,0,28,361,0,1,7.14285707473755,1.96611285209656
38,1,1038,18,0,0,40,0,0,57,0,12,0,NA,67500,14,39,1,0,1521,67.5,0,NA,NA
63,NA,0,9,0,0,60,0,220,59,0,9,0,0,27500,48,44,0,49,1936,16.0599994659424,1,4.48979568481445,1.50180721282959
50,NA,0,12,1,1,0,1,175,47,1,12,1,0,0,32,29,0,32,841,0,1,5.46875,1.69905006885529
59,1,500,7,0,0,50,1,126,55,0,10,0,0,22500,46,39,0,28,1521,15.9479999542236,1,4.5,1.50407743453979
47,0,900,16,0,0,0,1,900,46,0,18,0,1,112500,25,22,0,50,484,65.6999969482422,1,18,2.89037179946899
43,0,800,16,0,0,40,0,850,38,0,17,0,0,112500,21,15,0,40,225,68.3000030517578,1,21.25,3.05635690689087
34,0,1923,16,0,0,50,0,0,31,0,12,0,NA,112500,12,13,1,0,169,112.5,0,NA,NA
51,NA,0,18,0,0,60,0,520,49,0,18,0,0,112500,27,25,0,40,625,85.4599990844727,1,13,2.56494927406311
64,0,600,13,0,0,36,0,150,37,0,14,0,0,37500,45,17,0,0,289,29.7000007629395,0,NA,NA
51,NA,0,12,0,1,0,0,0,50,0,11,1,NA,112500,33,33,0,0,1089,112.5,0,NA,NA
29,0,460,16,1,0,38,0,350,29,1,16,0,0,45000,7,7,1,40,49,26.7999992370605,1,8.75,2.16905379295349
34,0,850,15,0,0,60,0,0,35,0,16,0,NA,45000,13,13,1,0,169,45,0,NA,NA
29,0,328,12,1,0,0,0,220,30,1,12,0,0,32500,11,12,1,40,144,21.0599994659424,1,5.5,1.70474803447723
61,0,900,14,0,0,40,0,210,58,0,15,0,0,32500,41,37,0,20,1369,21.5799999237061,1,10.5,2.35137534141541
55,0,260,9,0,0,40,0,0,48,0,11,0,NA,11500,40,31,0,0,961,11.5,0,NA,NA
54,0,1442,16,0,0,50,1,425,47,0,18,0,1,112500,32,23,0,35,529,90.4000015258789,1,12.1428575515747,2.49674105644226
48,NA,0,10,0,0,60,1,0,43,0,12,0,NA,6250,32,25,0,0,625,6.25,0,NA,NA
42,NA,0,13,1,0,0,0,0,30,0,12,0,NA,45000,23,12,0,0,144,45,0,NA,NA
48,0,560,12,0,0,48,1,0,47,0,12,0,NA,45000,30,29,0,0,841,45,0,NA,NA
44,NA,0,12,0,0,55,1,231,43,0,13,0,0,27500,26,24,0,40,576,15.4879999160767,1,5.77500009536743,1.75353825092316
39,0,530,15,0,0,42,0,0,37,0,13,0,NA,22500,18,18,1,0,324,22.5,0,NA,NA
56,1,476,14,0,0,0,0,500,46,0,12,0,0,22500,36,28,0,48,784,0,1,10.4166669845581,2.34340715408325
38,0,500,14,0,0,55,0,0,35,0,12,0,NA,32500,18,17,1,0,289,32.5,0,NA,NA
38,NA,0,12,0,0,70,0,250,35,0,14,0,0,0,20,15,1,10,225,0,1,25,3.21887588500977
36,0,615,12,0,0,40,1,807,37,0,12,0,0,67500,18,19,0,40,361,25.5359992980957,1,20.1749992370605,3.00444412231445
43,0,1000,16,0,0,40,1,130,41,0,12,0,0,55000,21,23,0,20,529,48.2400016784668,1,6.5,1.8718022108078
46,0,1040,18,0,0,40,1,0,58,0,12,0,NA,67500,22,40,0,0,1600,67.5,0,NA,NA
62,NA,0,13,0,0,0,0,0,47,0,14,0,NA,0,43,27,0,0,729,0,0,NA,NA
27,NA,0,13,0,0,60,0,80,23,0,12,0,0,8750,8,5,1,16,25,4.59000015258789,1,5,1.60943794250488
44,0,928,12,0,0,40,1,660,39,0,14,0,1,112500,26,19,0,40,361,78.1800003051758,1,16.5,2.80336046218872
30,0,654,12,0,0,40,0,616,26,0,12,0,0,67500,12,8,0,35,64,35.4679985046387,1,17.6000003814697,2.86789894104004
42,0,360,12,0,0,40,1,137,41,0,14,0,0,17500,24,21,0,20,441,10.3760004043579,1,6.84999990463257,1.92424869537354
35,1,397,12,0,0,46,1,413,33,0,12,0,0,45000,17,15,0,40,225,23.5240001678467,1,10.3249998092651,2.33456802368164
31,0,700,14,0,0,60,0,150,23,0,14,0,0,32500,11,3,1,40,9,24.7000007629395,1,3.75,1.32175588607788
27,0,495,12,0,0,40,0,200,24,0,12,0,0,32500,9,6,0,40,36,22.1000003814697,1,5,1.60943794250488
56,1,100,14,0,0,40,0,0,59,0,14,0,NA,0,36,39,0,0,1521,0,0,NA,NA
42,0,368,13,1,0,40,0,415,44,1,18,0,1,45000,23,20,0,40,400,23.4200000762939,1,10.375,2.33939909934998
47,NA,0,13,0,0,70,1,0,36,0,12,0,NA,32500,28,18,0,0,324,32.5,0,NA,NA
58,NA,0,12,0,0,50,0,110,54,0,12,0,0,45000,40,36,0,27,1296,39.2799987792969,1,4.07407426834106,1.40464353561401
61,0,400,7,1,0,80,0,0,59,1,12,0,NA,67500,48,41,0,0,1681,67.5,0,NA,NA
33,NA,0,15,1,0,0,0,290,28,0,13,1,0,27500,12,9,1,40,81,12.4200000762939,1,7.25,1.981001496315
44,1,360,12,0,0,40,1,240,39,0,12,0,0,37500,26,21,0,40,441,25.0200004577637,1,6,1.7917594909668
59,0,481,17,0,0,60,0,0,59,0,14,0,NA,22500,36,39,0,0,1521,22.5,0,NA,NA
37,0,320,12,0,0,40,1,0,35,0,12,0,NA,13750,19,17,0,0,289,13.75,0,NA,NA
33,1,320,12,0,0,40,0,0,40,0,11,0,NA,55000,15,23,0,0,529,55,0,NA,NA
41,0,400,12,0,0,62,1,280,30,0,14,0,0,45000,23,10,0,40,100,30.4400005340576,1,7,1.94591009616852
56,0,500,12,0,0,40,0,0,54,0,12,0,NA,45000,38,36,0,0,1296,45,0,NA,NA
48,NA,0,12,0,0,0,0,120,45,0,12,0,0,17500,30,27,0,20,729,11.2600002288818,1,6,1.7917594909668
54,0,300,13,1,0,40,0,122,59,1,14,0,0,27500,35,39,0,30,1521,21.1560001373291,1,4.06666660308838,1.40282368659973
48,NA,0,14,0,1,0,0,0,45,0,12,1,NA,22500,28,27,1,0,729,22.5,0,NA,NA
60,1,408,12,0,0,48,0,0,58,0,16,0,NA,37500,42,36,0,0,1296,37.5,0,NA,NA
36,0,460,12,0,0,40,1,128,35,0,12,0,0,22500,18,17,0,24,289,15.8439998626709,1,5.33333349227905,1.6739764213562
53,NA,0,8,0,0,65,0,230,48,0,13,0,0,22500,39,29,0,40,841,10.539999961853,1,5.75,1.74919986724854
43,NA,0,10,0,0,60,1,130,45,0,12,0,0,112500,27,27,0,0,729,105.73999786377,0,NA,NA
30,0,400,10,0,0,40,0,100,28,0,12,0,0,22500,14,10,1,20,100,17.2999992370605,1,5,1.60943794250488
39,0,1440,12,0,0,40,1,0,38,0,12,0,NA,45000,21,20,0,0,400,45,0,NA,NA
41,NA,0,15,0,0,30,0,0,36,0,15,0,NA,8750,20,15,0,0,225,8.75,0,NA,NA
47,0,560,16,0,0,42,0,600,43,0,16,0,0,112500,25,21,0,45,441,81.3000030517578,1,13.3333330154419,2.59026718139648
55,0,1175,14,0,0,35,1,0,36,0,14,0,NA,67500,35,16,0,0,256,67.5,0,NA,NA
39,0,350,16,1,0,40,0,0,59,0,16,0,NA,22500,17,37,1,0,1369,22.5,0,NA,NA
74,NA,0,8,0,0,0,0,108,34,0,16,0,0,6250,60,12,0,18,144,0.63400000333786,1,6,1.7917594909668
46,0,1100,12,0,0,30,0,312,44,0,12,0,0,55000,28,26,1,24,676,38.7760009765625,1,13,2.56494927406311
29,0,356,12,0,1,40,0,340,29,0,12,1,0,32500,11,11,1,40,121,14.8199996948242,1,8.5,2.14006614685059
35,1,748,3,0,0,0,0,0,31,0,8,0,NA,27500,26,17,1,0,289,27.5,0,NA,NA
44,NA,0,11,0,0,40,0,750,33,0,12,0,0,55000,27,15,0,40,225,16,1,18.75,2.93119382858276
44,NA,0,11,0,0,40,0,750,33,0,12,0,0,55000,27,15,0,40,225,16,1,18.75,2.93119382858276
56,0,415,8,0,0,40,0,77,53,0,10,0,0,22500,42,37,0,16,1369,18.496000289917,1,4.8125,1.57121670246124
32,NA,0,12,0,0,70,0,0,28,0,12,0,NA,27500,14,10,1,0,100,27.5,0,NA,NA
42,0,800,12,1,0,40,1,0,37,1,13,0,NA,45000,24,18,0,0,324,45,0,NA,NA
30,0,390,12,0,0,45,1,0,27,0,12,0,NA,32500,12,9,0,0,81,32.5,0,NA,NA
43,0,300,12,0,1,55,1,149,44,0,2,1,0,22500,25,36,0,35,1296,14.7519998550415,1,4.25714302062988,1.44859826564789
60,1,600,13,0,0,40,0,0,57,0,12,0,NA,27500,41,39,0,0,1521,27.5,0,NA,NA
44,0,577,14,0,0,40,0,0,29,0,12,0,NA,37500,24,11,0,0,121,37.5,0,NA,NA
42,0,1000,16,0,0,55,0,635,44,0,17,0,0,67500,20,21,0,40,441,34.4799995422363,1,15.875,2.76474547386169
46,0,350,16,0,0,40,0,425,43,0,12,0,0,45000,24,25,0,40,625,22.8999996185303,1,10.625,2.36320972442627
46,0,700,14,0,0,40,0,300,44,0,13,0,0,45000,26,25,0,0,625,29.3999996185303,0,NA,NA
33,1,520,16,0,0,40,0,264,33,0,16,0,0,45000,11,11,1,48,121,31.2719993591309,1,5.5,1.70474803447723
42,0,720,14,0,0,40,0,400,41,0,14,0,0,67500,22,21,0,40,441,46.7000007629395,1,10,2.30258512496948
45,1,400,18,0,0,40,1,656,45,0,18,0,0,67500,21,21,0,40,441,33.3880004882812,1,16.3999996185303,2.79728126525879
