"Student","Gender","PSATM","SATM","ACTM","Rank","Size","GPAadj","PlcmtScore","Recommends","Course","Grade","RecTaken","TooHigh","TooLow","CourseSuccess"
2415,NA,52,61,26,196,644,36,32,"R1",120,"A+",1,1,0,1
2424,NA,48,48,19,29,357,38,26,"R1",120,"B",1,1,0,1
2451,NA,NA,NA,25,11,280,39,27,"R1",120,"A",1,1,0,1
2458,NA,NA,59,25,0,0,38,33,"R1",120,"B+",1,1,0,1
2461,NA,NA,NA,20,143,472,38,25,"R1",120,"C",1,1,0,0
2467,NA,59,NA,31,76,260,35,33,"R1",120,"B",1,1,0,1
2468,NA,NA,52,26,129,430,35,28,"R1",120,"C+",1,1,0,0
2473,NA,NA,63,24,48,408,37,28,"R1",120,"B-",1,1,0,0
2478,NA,NA,NA,29,3,41,39,36,"R1",120,"B+",1,1,0,1
2479,NA,NA,54,NA,36,140,32,25,"R1",117,"",0,0,0,NA
2482,NA,NA,NA,25,55,370,34,25,"R1",120,"D",1,1,0,0
2488,NA,62,NA,25,6,51,40,34,"R1",120,"B",1,1,0,1
2491,NA,NA,59,28,127,663,39,34,"R1",120,"C",1,1,0,0
2493,NA,NA,52,24,11,328,40,32,"R1",117,"A-",0,0,0,1
2497,NA,NA,66,30,216,488,30,29,"R1",120,"B",1,1,0,1
2498,NA,NA,NA,29,24,191,33,29,"R1",120,"B-",1,1,0,0
2501,NA,NA,NA,27,18,419,39,34,"R1",117,"A",0,0,0,1
2508,NA,NA,NA,29,5,19,33,33,"R1",120,"A-",1,1,0,1
2509,NA,NA,NA,27,39,260,38,32,"R1",117,"A-",0,0,0,1
2520,NA,NA,NA,29,226,526,27,23,"R1",120,"C-",1,1,0,0
2527,NA,NA,65,NA,17,58,33,25,"R1",120,"B+",1,1,0,1
2534,NA,NA,70,28,126,600,36,33,"R1",120,"A-",1,1,0,1
2540,NA,NA,NA,26,100,260,33,24,"R1",120,"C",1,1,0,0
2543,NA,NA,59,27,31,362,36,30,"R1",120,"B-",1,1,0,0
2545,NA,54,60,NA,194,691,31,24,"R1",120,"B-",1,1,0,0
2550,NA,NA,NA,27,71,520,37,30,"R1",120,"C-",1,1,0,0
2551,NA,51,55,25,37,433,38,32,"R1",120,"C+",1,1,0,0
2552,NA,53,56,24,6,107,38,28,"R1",120,"B",1,1,0,1
2555,NA,NA,NA,27,14,72,36,31,"R1",120,"C-",1,1,0,0
2559,NA,NA,NA,23,64,516,38,29,"R1",120,"C+",1,1,0,0
2560,NA,NA,NA,25,57,482,37,27,"R1",120,"A-",1,1,0,1
2561,NA,NA,53,NA,NA,NA,34,25,"R1",120,"B+",1,1,0,1
2564,NA,NA,58,26,NA,128,30,24,"R1",120,"A-",1,1,0,1
2565,NA,NA,NA,29,8,114,38,34,"R1",120,"B",1,1,0,1
2568,NA,52,NA,23,30,420,39,28,"R1",120,"C",1,1,0,0
2572,NA,NA,NA,28,16,37,32,28,"R1",120,"C",1,1,0,0
2573,NA,NA,NA,27,NA,NA,29,27,"R1",120,"B",1,1,0,1
2574,NA,63,61,29,91,424,37,37,"R1",120,"",1,1,0,NA
2577,NA,NA,NA,26,NA,NA,37,30,"R1",117,"",0,0,0,NA
2588,NA,NA,NA,25,99,521,36,29,"R1",120,"A-",1,1,0,1
2589,NA,59,NA,28,188,480,31,22,"R1",109,"A",0,0,0,1
2599,NA,52,62,26,34,457,34,29,"R1",120,"C+",1,1,0,0
2601,NA,NA,68,29,60,268,30,25,"R1",120,"B+",1,1,0,1
2603,NA,NA,55,19,53,488,36,23,"R1",120,"B",1,1,0,1
2604,NA,50,NA,22,78,413,35,26,"R1",120,"B-",1,1,0,0
2607,NA,58,NA,30,NA,NA,33,30,"R1",120,"C+",1,1,0,0
2611,NA,57,NA,29,32,470,38,33,"R1",120,"B+",1,1,0,1
2612,NA,62,NA,27,20,220,39,34,"R1",120,"B+",1,1,0,1
2618,NA,57,NA,25,7,76,35,26,"R1",120,"B-",1,1,0,0
2619,NA,NA,NA,23,26,107,36,25,"R1",120,"B-",1,1,0,0
2621,NA,NA,72,29,177,653,29,24,"R1",120,"C+",1,1,0,0
2623,NA,NA,NA,27,86,434,37,31,"R1",120,"B",1,1,0,1
2625,NA,NA,NA,26,20,227,34,29,"R1",120,"B",1,1,0,1
2639,NA,NA,NA,23,53,471,39,30,"R1",120,"B-",1,1,0,0
2640,NA,56,NA,25,NA,NA,37,27,"R1",120,"B-",1,1,0,0
2642,NA,NA,61,NA,39,444,38,34,"R1",120,"B+",1,1,0,1
2650,NA,NA,NA,26,NA,NA,29,25,"R1",120,"A",1,1,0,1
2655,NA,NA,NA,17,4,65,39,24,"R1",120,"B-",1,1,0,0
2657,NA,NA,NA,21,72,508,36,22,"R1",120,"C-",1,1,0,0
2665,NA,62,62,29,15,86,36,32,"R1",120,"B+",1,1,0,1
2667,NA,NA,NA,18,25,299,37,22,"R1",120,"C+",1,1,0,0
2670,NA,NA,NA,23,NA,NA,39,26,"R1",120,"B-",1,1,0,0
2673,NA,NA,55,29,246,455,31,27,"R1",120,"C-",1,1,0,0
2674,NA,NA,53,26,60,157,29,22,"R1",120,"C+",1,1,0,0
2675,NA,NA,57,24,NA,NA,29,22,"R1",120,"B+",1,1,0,1
2677,NA,52,NA,25,8,302,39,32,"R1",120,"B+",1,1,0,1
2678,NA,NA,NA,29,122,488,33,26,"R1",120,"B",1,1,0,1
2683,NA,47,NA,21,78,376,37,24,"R1",120,"C-",1,1,0,0
2684,NA,NA,NA,28,95,480,36,32,"R1",120,"B-",1,1,0,0
2685,NA,NA,NA,27,32,511,38,31,"R1",120,"",1,1,0,NA
2690,NA,NA,65,NA,NA,NA,32,28,"R1",117,"",0,0,0,NA
2691,NA,57,NA,30,9,110,39,36,"R1",120,"A-",1,1,0,1
2692,NA,NA,NA,28,20,424,39,34,"R1",120,"B+",1,1,0,1
2696,NA,NA,48,22,27,195,38,28,"R1",120,"B",1,1,0,1
2699,NA,NA,66,28,NA,NA,33,31,"R1",120,"A-",1,1,0,1
2703,NA,NA,NA,27,10,458,40,36,"R1",120,"A-",1,1,0,1
2704,NA,NA,NA,27,NA,NA,36,30,"R1",120,"B-",1,1,0,0
2705,NA,44,NA,24,88,511,36,28,"R1",120,"C",1,1,0,0
2708,NA,50,NA,25,27,143,33,27,"R1",120,"C",1,1,0,0
2709,NA,59,62,NA,93,405,35,31,"R1",120,"D",1,1,0,0
2715,NA,NA,NA,25,147,654,33,27,"R1",120,"B",1,1,0,1
2717,NA,57,NA,26,33,174,35,27,"R1",120,"B",1,1,0,1
2720,NA,64,62,29,63,273,30,27,"R1",120,"C",1,1,0,0
2725,NA,54,NA,28,213,645,35,30,"R1",120,"B",1,1,0,1
2734,NA,58,NA,24,87,304,34,27,"R1",120,"F",1,1,0,0
2737,NA,50,52,26,15,287,35,31,"R1",120,"A",1,1,0,1
2739,NA,NA,NA,27,159,455,38,31,"R1",120,"B",1,1,0,1
2741,NA,NA,NA,24,9,444,40,33,"R1",120,"A",1,1,0,1
2744,NA,52,NA,25,14,663,40,30,"R1",120,"A",1,1,0,1
2750,NA,NA,NA,26,103,699,37,32,"R1",120,"A-",1,1,0,1
2751,NA,NA,NA,23,49,701,38,29,"R1",120,"C",1,1,0,0
2758,NA,51,62,28,10,510,39,33,"R1",120,"A",1,1,0,1
2760,NA,NA,NA,25,15,283,34,27,"R1",120,"B+",1,1,0,1
2762,NA,NA,58,NA,42,286,37,27,"R1",120,"C",1,1,0,0
2765,NA,59,63,NA,108,216,27,22,"R1",120,"C",1,1,0,0
2767,NA,NA,NA,23,73,699,38,27,"R1",120,"A-",1,1,0,1
2769,NA,NA,62,26,36,386,34,29,"R1",120,"C",1,1,0,0
2775,NA,64,NA,26,29,331,36,31,"R1",120,"A",1,1,0,1
2778,NA,69,65,29,2,299,39,37,"R1",120,"A",1,1,0,1
2780,NA,NA,NA,28,NA,NA,39,31,"R1",122,"A",0,1,0,1
2781,NA,NA,NA,29,45,139,31,29,"R1",120,"C+",1,1,0,0
2784,NA,54,57,23,13,110,38,27,"R1",120,"C",1,1,0,0
2786,NA,58,NA,28,15,220,39,33,"R1",120,"B",1,1,0,1
2787,NA,NA,NA,22,10,309,36,32,"R1",120,"B",1,1,0,1
2796,NA,72,71,NA,121,277,33,32,"R1",120,"B-",1,1,0,0
2800,NA,NA,70,28,NA,NA,30,25,"R1",117,"A",0,0,0,1
2809,NA,57,64,28,263,636,34,30,"R1",120,"C",1,1,0,0
2811,NA,47,NA,25,5,63,39,30,"R1",120,"B",1,1,0,1
2812,NA,NA,66,NA,2,50,30,27,"R1",120,"D-",1,1,0,0
2813,NA,64,64,NA,347,635,33,25,"R1",120,"C",1,1,0,0
2823,NA,NA,NA,25,57,725,38,32,"R1",120,"B",1,1,0,1
2824,NA,58,63,29,211,638,34,29,"R1",120,"B+",1,1,0,1
2826,NA,57,NA,25,94,299,29,22,"R1",120,"C+",1,1,0,0
2834,NA,NA,62,28,26,174,35,33,"R1",120,"B+",1,1,0,1
2837,NA,NA,NA,28,9,84,38,33,"R1",120,"A-",1,1,0,1
2838,NA,63,NA,28,38,443,38,33,"R1",120,"A",1,1,0,1
2840,NA,NA,NA,27,45,287,35,32,"R1",120,"C+",1,1,0,0
2845,NA,62,60,25,63,638,39,32,"R1",120,"B+",1,1,0,1
2850,NA,NA,NA,20,6,86,38,24,"R1",120,"",1,1,0,NA
2860,NA,NA,NA,28,43,280,36,33,"R1",120,"B-",1,1,0,0
2877,NA,NA,NA,28,64,169,30,25,"R1",120,"B+",1,1,0,1
2878,NA,57,52,28,10,258,38,34,"R1",120,"C",1,1,0,0
2881,NA,63,NA,26,8,185,40,32,"R1",120,"A-",1,1,0,1
2882,NA,NA,NA,29,111,460,36,32,"R1",120,"B-",1,1,0,0
2885,NA,NA,NA,26,157,258,29,25,"R1",120,"",1,1,0,NA
2887,NA,NA,58,29,108,448,38,36,"R1",120,"B-",1,1,0,0
2888,NA,58,59,25,7,253,38,29,"R1",120,"B",1,1,0,1
2892,NA,NA,NA,31,73,725,38,37,"R1",120,"A",1,1,0,1
2896,NA,56,65,28,112,237,28,30,"R1",122,"B+",0,1,0,1
2903,NA,NA,58,25,17,296,37,31,"R1",120,"B",1,1,0,1
2904,NA,NA,NA,27,142,542,34,28,"R1",120,"B",1,1,0,1
2908,NA,NA,NA,24,166,494,34,25,"R1",120,"B",1,1,0,1
2912,NA,NA,NA,21,13,206,38,27,"R1",120,"C",1,1,0,0
2915,NA,50,59,26,1,397,40,35,"R1",120,"A",1,1,0,1
2916,NA,NA,NA,25,58,350,37,30,"R1",120,"C",1,1,0,0
2918,NA,56,NA,23,27,63,31,23,"R1",120,"",1,1,0,NA
2925,NA,NA,56,21,21,398,37,26,"R1",120,"C+",1,1,0,0
2926,NA,69,70,32,249,630,34,34,"R1",122,"A-",0,1,0,1
2931,NA,NA,NA,25,310,637,31,23,"R1",117,"",0,0,0,NA
2933,NA,47,NA,24,NA,NA,34,25,"R1",117,"C+",0,0,0,0
2935,NA,NA,66,NA,NA,NA,25,23,"R1",120,"A-",1,1,0,1
2943,NA,NA,58,28,124,282,35,32,"R1",120,"B+",1,1,0,1
2950,NA,NA,NA,25,10,323,40,31,"R1",120,"A-",1,1,0,1
2955,NA,NA,NA,27,3,65,40,35,"R1",120,"A",1,1,0,1
2957,NA,NA,64,NA,32,156,32,22,"R1",120,"F",1,1,0,0
2962,NA,NA,NA,29,64,274,34,27,"R1",120,"",1,1,0,NA
2963,NA,NA,NA,29,60,317,36,33,"R1",120,"A-",1,1,0,1
2966,NA,43,NA,18,18,346,38,22,"R1",117,"B",0,0,0,1
2967,NA,NA,54,21,2,27,39,29,"R1",120,"B+",1,1,0,1
2975,NA,59,54,26,5,141,40,34,"R1",117,"A",0,0,0,1
2976,NA,52,52,20,158,638,38,24,"R1",109,"A",0,0,0,1
2980,NA,NA,59,25,14,105,35,29,"R1",120,"B+",1,1,0,1
2981,NA,61,64,27,98,427,33,29,"R1",120,"A-",1,1,0,1
2982,NA,NA,NA,22,15,63,33,24,"R1",120,"B",1,1,0,1
2983,NA,NA,NA,20,66,257,37,23,"R1",120,"C-",1,1,0,0
2985,NA,NA,NA,26,NA,NA,30,25,"R1",117,"B",0,0,0,1
2987,NA,NA,NA,23,76,604,36,26,"R1",120,"D+",1,1,0,0
2988,NA,NA,NA,26,5,63,38,30,"R1",117,"A-",0,0,0,1
2995,NA,NA,NA,27,20,81,32,31,"R1",120,"B+",1,1,0,1
2996,NA,NA,NA,26,152,637,37,29,"R1",117,"B+",0,0,0,1
2997,NA,NA,NA,28,333,687,27,24,"R1",120,"D-",1,1,0,0
3002,NA,NA,NA,24,13,511,40,32,"R1",120,"B+",1,1,0,1
3006,NA,50,NA,24,3,47,40,31,"R1",120,"B-",1,1,0,0
3007,NA,59,NA,27,12,94,36,32,"R1",120,"B",1,1,0,1
3008,NA,58,58,NA,NA,NA,33,25,"R1",117,"C+",0,0,0,0
3010,NA,NA,49,23,34,465,39,29,"R1",120,"B",1,1,0,1
3011,NA,NA,NA,26,22,260,39,30,"R1",120,"A",1,1,0,1
3015,NA,NA,NA,29,75,588,34,29,"R1",120,"A",1,1,0,1
3020,NA,NA,65,NA,88,330,33,31,"R1",120,"C",1,1,0,0
3024,NA,50,NA,22,37,331,37,27,"R1",120,"B-",1,1,0,0
3026,NA,NA,NA,25,20,76,34,26,"R1",117,"",0,0,0,NA
3027,NA,NA,NA,23,133,485,34,22,"R1",120,"C-",1,1,0,0
3035,NA,NA,61,31,16,380,37,35,"R1",120,"B+",1,1,0,1
3037,NA,45,NA,27,59,287,35,30,"R1",120,"B-",1,1,0,0
3038,NA,NA,60,28,109,463,33,28,"R1",120,"D",1,1,0,0
3040,NA,45,NA,25,NA,NA,32,24,"R1",120,"C",1,1,0,0
3042,NA,NA,NA,25,39,289,36,29,"R1",120,"C",1,1,0,0
3043,NA,NA,NA,29,1,123,40,37,"R1",120,"A+",1,1,0,1
3044,NA,61,NA,33,263,638,33,31,"R1",120,"C",1,1,0,0
3045,NA,NA,NA,25,64,452,37,30,"R1",120,"B",1,1,0,1
3048,NA,NA,59,24,83,388,37,28,"R1",117,"B-",0,0,0,0
3059,NA,NA,NA,25,32,344,38,31,"R1",120,"A-",1,1,0,1
3062,NA,NA,NA,22,53,419,38,27,"R1",120,"A",1,1,0,1
3067,NA,NA,67,32,74,332,33,34,"R1",120,"A-",1,1,0,1
3069,NA,NA,NA,24,11,64,38,29,"R1",120,"",1,1,0,NA
3075,NA,NA,58,NA,NA,NA,33,26,"R1",120,"A-",1,1,0,1
3076,NA,NA,67,NA,40,321,33,29,"R1",117,"B+",0,0,0,1
3082,NA,NA,NA,23,114,457,36,27,"R1",120,"B+",1,1,0,1
3090,NA,NA,NA,24,224,467,31,23,"R1",120,"C",1,1,0,0
3091,NA,NA,64,NA,NA,132,37,32,"R1",120,"B+",1,1,0,1
3095,NA,NA,50,NA,26,481,37,24,"R1",120,"B",1,1,0,1
3096,NA,NA,NA,26,29,196,38,33,"R1",120,"B",1,1,0,1
3097,NA,NA,NA,29,70,131,32,29,"R1",120,"B-",1,1,0,0
3098,NA,NA,63,29,151,463,26,24,"R1",122,"C",0,1,0,0
3100,NA,53,61,29,2,55,33,31,"R1",120,"",1,1,0,NA
3106,NA,NA,NA,20,101,438,36,23,"R1",120,"C",1,1,0,0
3111,NA,52,NA,24,16,362,37,28,"R1",120,"B-",1,1,0,0
3112,NA,NA,54,25,60,169,32,24,"R1",120,"",1,1,0,NA
3114,NA,NA,NA,26,9,321,40,33,"R1",120,"A",1,1,0,1
3122,NA,NA,NA,22,74,725,38,26,"R1",120,"B+",1,1,0,1
3123,NA,NA,NA,25,16,120,38,30,"R1",120,"A",1,1,0,1
3124,NA,NA,NA,30,102,233,29,29,"R1",120,"A",1,1,0,1
3126,NA,NA,NA,28,44,188,35,28,"R1",120,"B-",1,1,0,0
3128,NA,54,NA,27,4,82,38,34,"R1",120,"B-",1,1,0,0
3129,NA,NA,NA,24,100,414,36,26,"R1",120,"A-",1,1,0,1
3130,NA,NA,NA,28,157,494,34,30,"R1",120,"A",1,1,0,1
3139,NA,NA,62,NA,26,231,35,26,"R1",120,"A-",1,1,0,1
3144,NA,49,53,24,1,143,40,32,"R1",120,"C+",1,1,0,0
3145,NA,51,NA,28,50,449,33,28,"R1",120,"",1,1,0,NA
3148,NA,NA,58,27,128,463,29,23,"R1",120,"B+",1,1,0,1
3149,NA,NA,NA,24,3,111,40,32,"R1",120,"B",1,1,0,1
3152,NA,NA,63,28,NA,NA,28,22,"R1",120,"B+",1,1,0,1
3153,NA,NA,65,28,NA,NA,32,28,"R1",120,"B+",1,1,0,1
3154,NA,NA,NA,27,11,169,38,33,"R1",120,"A-",1,1,0,1
3161,NA,58,59,29,13,195,39,35,"R1",120,"A",1,1,0,1
3163,NA,NA,58,NA,95,443,35,25,"R1",117,"A-",0,0,0,1
3165,NA,49,NA,23,42,543,38,29,"R1",117,"",0,0,0,NA
3172,NA,NA,NA,28,143,391,32,28,"R1",120,"D",1,1,0,0
3177,NA,NA,NA,25,20,309,38,32,"R1",120,"A-",1,1,0,1
3178,NA,NA,NA,29,135,478,31,30,"R1",117,"",0,0,0,NA
3180,NA,NA,NA,24,56,545,36,26,"R1",120,"B-",1,1,0,0
3188,NA,NA,NA,26,29,639,37,31,"R1",120,"B",1,1,0,1
3196,NA,51,51,26,12,84,35,27,"R1",120,"B-",1,1,0,0
3201,NA,NA,NA,25,79,397,36,25,"R1",120,"D",1,1,0,0
3203,NA,NA,NA,28,171,531,34,31,"R1",120,"A-",1,1,0,1
3207,NA,NA,NA,23,4,57,40,32,"R1",120,"B-",1,1,0,0
3213,NA,NA,NA,25,16,67,35,28,"R1",120,"F",1,1,0,0
3217,NA,NA,NA,24,137,663,38,30,"R1",120,"B-",1,1,0,0
3218,NA,68,69,28,NA,NA,40,37,"R1",120,"A",1,1,0,1
3222,NA,62,59,26,156,259,27,23,"R1",120,"A-",1,1,0,1
3227,NA,54,NA,27,2,77,40,36,"R1",120,"A",1,1,0,1
3228,NA,61,NA,25,19,315,39,30,"R1",120,"B-",1,1,0,0
3231,NA,NA,NA,26,106,691,36,31,"R1",120,"B-",1,1,0,0
3240,NA,NA,NA,29,11,126,32,23,"R1",120,"C+",1,1,0,0
3245,NA,66,76,NA,NA,NA,32,33,"R1",120,"B+",1,1,0,1
3249,NA,50,61,25,1,60,40,34,"R1",120,"A",1,1,0,1
3251,NA,58,NA,23,49,315,36,25,"R1",117,"",0,0,0,NA
3252,NA,NA,63,28,24,303,38,33,"R1",120,"A-",1,1,0,1
3255,NA,NA,63,23,NA,NA,31,22,"R1",120,"",1,1,0,NA
3259,NA,NA,NA,29,46,257,38,35,"R1",120,"A-",1,1,0,1
3262,NA,62,NA,27,32,342,36,32,"R1",120,"B+",1,1,0,1
3266,NA,NA,NA,26,18,131,34,27,"R1",120,"C",1,1,0,0
3292,NA,NA,53,NA,NA,NA,40,32,"R1",120,"",1,1,0,NA
3312,NA,59,NA,29,152,254,28,30,"R1",120,"",1,1,0,NA
3313,NA,NA,55,23,105,402,37,23,"R1",120,"",1,1,0,NA
3327,NA,NA,67,NA,127,486,35,26,"R1",120,"",1,1,0,NA
3330,NA,66,68,26,NA,NA,35,30,"R1",120,"",1,1,0,NA
3338,NA,53,NA,28,5,51,0,12,"R1",120,"",1,1,0,NA
3340,NA,NA,NA,27,51,481,37,32,"R1",120,"",1,1,0,NA
3341,NA,NA,NA,25,4,7,30,27,"R1",120,"",1,1,0,NA
3343,NA,NA,69,NA,NA,802,27,30,"R1",120,"",1,1,0,NA
3347,NA,NA,67,NA,82,316,31,27,"R1",120,"",1,1,0,NA
3348,NA,NA,NA,24,NA,NA,31,24,"R1",120,"",1,1,0,NA
3349,NA,NA,NA,25,5,81,37,34,"R1",120,"",1,1,0,NA
3353,NA,NA,NA,24,139,439,29,23,"R1",109,"",0,0,0,NA
3357,NA,NA,66,NA,105,160,26,28,"R1",120,"",1,1,0,NA
3359,NA,NA,50,22,179,340,31,24,"R1",120,"",1,1,0,NA
3360,NA,54,NA,28,20,153,37,32,"R1",120,"",1,1,0,NA
3361,NA,NA,49,NA,1,13,39,26,"R1",109,"",0,0,0,NA
3364,NA,52,NA,23,107,698,37,30,"R1",120,"",1,1,0,NA
3367,NA,NA,55,NA,NA,NA,33,28,"R1",120,"",1,1,0,NA
3368,NA,55,NA,26,20,169,38,34,"R1",120,"",1,1,0,NA
3371,NA,NA,NA,25,9,81,39,31,"R1",120,"",1,1,0,NA
3374,NA,NA,NA,31,50,274,34,31,"R1",120,"",1,1,0,NA
3378,NA,64,61,29,48,240,37,28,"R1",120,"",1,1,0,NA
3379,NA,58,NA,25,143,336,28,27,"R1",120,"",1,1,0,NA
3381,NA,NA,55,NA,NA,362,35,26,"R1",120,"",1,1,0,NA
3390,NA,NA,NA,30,76,702,35,37,"R1",120,"",1,1,0,NA
3394,NA,NA,48,NA,NA,NA,33,22,"R1",120,"",1,1,0,NA
3396,NA,NA,60,NA,60,447,32,26,"R1",120,"",1,1,0,NA
3397,NA,NA,NA,25,105,422,34,30,"R1",120,"",1,1,0,NA
3399,NA,NA,NA,29,20,278,35,32,"R1",120,"",1,1,0,NA
3400,NA,NA,51,20,115,592,37,28,"R1",120,"",1,1,0,NA
3402,NA,NA,NA,26,12,98,38,30,"R1",120,"",1,1,0,NA
3403,NA,NA,57,NA,24,281,34,32,"R1",120,"",1,1,0,NA
3409,NA,NA,NA,23,36,159,34,27,"R1",120,"",1,1,0,NA
3410,NA,53,NA,28,77,427,38,30,"R1",120,"",1,1,0,NA
3414,NA,55,65,NA,61,383,39,36,"R1",120,"",1,1,0,NA
3422,NA,NA,NA,26,56,656,37,26,"R1",120,"",1,1,0,NA
3425,NA,NA,61,27,56,261,34,27,"R1",120,"",1,1,0,NA
3427,NA,NA,54,24,7,233,40,31,"R1",120,"",1,1,0,NA
3431,NA,47,55,28,56,292,33,28,"R1",120,"",1,1,0,NA
3432,NA,56,56,NA,31,462,37,31,"R1",120,"",1,1,0,NA
3437,NA,NA,NA,22,85,521,38,29,"R1",120,"",1,1,0,NA
3448,NA,NA,NA,18,15,273,38,26,"R1",117,"",0,0,0,NA
3449,NA,48,59,27,1,327,37,25,"R1",120,"",1,1,0,NA
3451,NA,NA,NA,30,50,286,36,28,"R1",120,"",1,1,0,NA
3456,NA,NA,NA,26,45,402,37,29,"R1",120,"",1,1,0,NA
3457,NA,60,NA,26,149,702,36,28,"R1",120,"",1,1,0,NA
3458,NA,NA,NA,29,4,561,40,37,"R1",117,"",0,0,0,NA
3461,NA,NA,NA,22,38,275,37,28,"R1",120,"",1,1,0,NA
3462,NA,58,55,27,5,108,39,31,"R1",120,"",1,1,0,NA
3468,NA,NA,54,24,82,426,38,28,"R1",120,"",1,1,0,NA
3470,NA,52,NA,23,NA,NA,35,27,"R1",120,"",1,1,0,NA
3473,NA,NA,NA,21,29,292,38,23,"R1",120,"",1,1,0,NA
3479,NA,66,NA,27,56,275,37,27,"R1",120,"",1,1,0,NA
3483,NA,NA,NA,28,35,100,33,31,"R1",120,"",1,1,0,NA
3494,NA,57,NA,26,25,422,40,35,"R1",120,"",1,1,0,NA
3497,NA,NA,NA,22,51,245,37,26,"R1",120,"",1,1,0,NA
3498,NA,NA,NA,22,96,428,36,27,"R1",120,"",1,1,0,NA
3499,NA,50,NA,24,1,46,40,35,"R1",120,"",1,1,0,NA
3505,NA,NA,59,NA,29,135,34,30,"R1",117,"",0,0,0,NA
3511,NA,NA,61,26,5,267,37,28,"R1",120,"",1,1,0,NA
3512,NA,NA,NA,23,82,492,36,27,"R1",122,"",0,1,0,NA
3513,NA,57,62,26,20,497,38,34,"R1",120,"",1,1,0,NA
3515,NA,59,NA,25,2,81,40,32,"R1",120,"",1,1,0,NA
3517,NA,NA,NA,27,70,488,37,35,"R1",120,"",1,1,0,NA
3518,NA,NA,NA,28,NA,NA,33,30,"R1",120,"",1,1,0,NA
3521,NA,NA,67,28,NA,NA,30,28,"R1",120,"",1,1,0,NA
3524,NA,NA,53,24,141,584,35,30,"R1",120,"",1,1,0,NA
3526,NA,NA,58,27,89,221,31,29,"R1",120,"",1,1,0,NA
3529,NA,NA,61,NA,NA,NA,35,31,"R1",120,"",1,1,0,NA
3532,NA,NA,51,25,64,206,34,28,"R1",120,"",1,1,0,NA
3534,NA,NA,NA,24,156,462,32,20,"R1",120,"",1,1,0,NA
3542,NA,66,NA,30,12,106,37,31,"R1",120,"",1,1,0,NA
3543,NA,49,NA,25,49,621,37,31,"R1",120,"",1,1,0,NA
3548,NA,53,64,25,133,427,33,23,"R1",120,"",1,1,0,NA
3550,NA,NA,NA,26,NA,191,28,23,"R1",120,"",1,1,0,NA
3553,NA,NA,58,27,NA,NA,27,25,"R1",120,"",1,1,0,NA
3555,NA,NA,55,26,1,235,40,36,"R1",120,"",1,1,0,NA
3557,NA,65,NA,25,10,186,39,33,"R1",120,"",1,1,0,NA
3565,NA,54,54,25,69,349,35,31,"R1",120,"",1,1,0,NA
3574,NA,NA,NA,21,34,140,34,25,"R1",120,"",1,1,0,NA
3576,NA,NA,56,NA,12,194,39,32,"R1",120,"",1,1,0,NA
3584,NA,NA,NA,26,10,276,40,37,"R1",120,"",1,1,0,NA
3590,NA,NA,56,NA,NA,NA,36,27,"R1",120,"",1,1,0,NA
3593,NA,NA,52,21,95,431,37,30,"R1",120,"",1,1,0,NA
3598,NA,NA,53,21,122,483,37,26,"R1",120,"",1,1,0,NA
3599,NA,NA,NA,31,32,76,30,31,"R1",120,"",1,1,0,NA
3603,NA,NA,NA,31,19,132,34,35,"R1",120,"",1,1,0,NA
3606,NA,47,54,25,NA,55,30,27,"R1",120,"",1,1,0,NA
3607,NA,57,61,31,NA,187,37,37,"R1",120,"",1,1,0,NA
3612,NA,60,NA,28,3,26,39,37,"R1",120,"",1,1,0,NA
3617,NA,62,60,26,17,316,37,27,"R1",120,"",1,1,0,NA
3624,NA,54,58,27,6,45,34,30,"R1",120,"",1,1,0,NA
3629,NA,NA,62,29,32,316,33,27,"R1",120,"",1,1,0,NA
3631,NA,NA,64,NA,43,359,33,27,"R1",120,"",1,1,0,NA
3633,NA,57,66,25,1,45,40,36,"R1",120,"",1,1,0,NA
3641,NA,NA,NA,27,66,472,37,35,"R1",120,"",1,1,0,NA
3642,NA,52,51,26,NA,187,36,33,"R1",120,"",1,1,0,NA
3645,NA,NA,59,NA,3,190,36,35,"R1",120,"",1,1,0,NA
3647,NA,60,67,28,1,60,40,37,"R1",120,"",1,1,0,NA
3650,NA,NA,60,24,121,522,30,24,"R1",120,"",1,1,0,NA
3651,NA,59,NA,23,23,312,37,28,"R1",120,"",1,1,0,NA
3661,NA,NA,NA,26,49,266,30,30,"R1",120,"",1,1,0,NA
3663,NA,NA,69,NA,NA,80,31,24,"R1",117,"",0,0,0,NA
3671,NA,NA,69,28,30,483,40,26,"R1",120,"",1,1,0,NA
3676,NA,NA,58,26,122,440,35,29,"R1",120,"",1,1,0,NA
3680,NA,NA,NA,26,113,688,36,33,"R1",120,"",1,1,0,NA
3681,NA,42,NA,21,55,159,34,23,"R1",120,"",1,1,0,NA
3683,NA,NA,NA,25,5,40,38,32,"R1",120,"",1,1,0,NA
3684,NA,NA,NA,25,18,349,38,27,"R1",120,"",1,1,0,NA
3692,NA,60,NA,26,4,55,40,33,"R1",120,"",1,1,0,NA
3694,NA,50,57,24,21,227,36,27,"R1",120,"",1,1,0,NA
3695,NA,NA,NA,23,43,199,38,32,"R1",120,"",1,1,0,NA
3705,NA,NA,64,NA,218,524,30,27,"R1",120,"",1,1,0,NA
3707,NA,NA,NA,29,21,153,36,30,"R1",120,"",1,1,0,NA
